longitude,latitude,housing_age,total_rooms,households,median_income,house_value,ocean_proximity
-117.88,33.71,30,1739,369,3.5551,185200,<1H OCEAN
-117.88,33.71,20,1738,411,3.1742,245000,<1H OCEAN
-117.88,33.7,18,2135,405,5.4836,225800,<1H OCEAN
-117.88,33.7,17,5122,1339,3.4835,116700,<1H OCEAN
-117.88,33.7,24,534,74,5.3254,240500,<1H OCEAN
-117.88,33.7,16,1505,339,3.8029,205400,<1H OCEAN
-117.9,33.72,36,443,115,3.6875,137500,<1H OCEAN
-117.91,33.72,32,2436,516,4.5607,182100,<1H OCEAN
-117.9,33.72,33,2613,543,4.3899,180700,<1H OCEAN
-117.9,33.73,31,1171,301,3.2639,155200,<1H OCEAN
-117.89,33.72,25,4343,850,4.65,197800,<1H OCEAN
-117.89,33.72,23,2305,502,3.6618,183500,<1H OCEAN
-117.88,33.73,32,1947,332,4.5726,177500,<1H OCEAN
-117.88,33.72,38,1421,263,3.9844,165300,<1H OCEAN
-117.88,33.72,36,1910,329,3.89,170000,<1H OCEAN
-117.9,33.71,16,4208,662,6.1966,260500,<1H OCEAN
-117.89,33.71,23,1422,263,4.7422,202400,<1H OCEAN
-117.89,33.71,24,4365,753,4.5814,233300,<1H OCEAN
-117.9,33.71,16,1917,351,6.2488,252000,<1H OCEAN
-117.89,33.71,16,1591,239,6.2452,266300,<1H OCEAN
-117.9,33.71,15,539,66,6.3427,305200,<1H OCEAN
-117.92,33.7,15,3201,622,4.2708,161700,<1H OCEAN
-117.91,33.71,16,3113,715,3.6505,145700,<1H OCEAN
-117.89,33.7,13,1857,525,3.2386,129200,<1H OCEAN
-117.9,33.7,12,4695,989,4.6483,190800,<1H OCEAN
-117.9,33.7,15,2289,634,4.5757,162500,<1H OCEAN
-117.86,33.73,31,1115,259,3.5694,150500,<1H OCEAN
-117.86,33.72,31,1194,306,2.3333,157700,<1H OCEAN
-117.87,33.72,39,3167,619,3.5902,165900,<1H OCEAN
-117.87,33.72,37,2216,506,3.8421,174000,<1H OCEAN
-117.86,33.72,37,1429,399,3.413,150600,<1H OCEAN
-117.86,33.72,32,1461,346,3.5511,159100,<1H OCEAN
-117.85,33.73,28,1499,595,2.4539,115000,<1H OCEAN
-117.84,33.73,20,2572,669,2.4211,175000,<1H OCEAN
-117.84,33.74,22,6072,1666,3.1353,121400,<1H OCEAN
-117.84,33.74,24,1752,427,3.3611,134600,<1H OCEAN
-117.84,33.74,25,1818,532,3.2104,112500,<1H OCEAN
-117.83,33.74,23,1818,485,2.6771,131500,<1H OCEAN
-117.86,33.75,5,187,51,1.8,154200,<1H OCEAN
-117.86,33.75,31,1761,468,1.9309,173400,<1H OCEAN
-117.86,33.75,6,1565,629,2.9271,123200,<1H OCEAN
-117.86,33.76,15,851,254,2.8289,117500,<1H OCEAN
-117.85,33.74,19,1248,328,2.7059,159800,<1H OCEAN
-117.85,33.75,27,2311,609,2.5651,171400,<1H OCEAN
-117.86,33.74,9,525,165,3.375,165300,<1H OCEAN
-117.86,33.74,32,691,148,4.125,175900,<1H OCEAN
-117.85,33.74,26,2589,983,2.1992,170800,<1H OCEAN
-117.86,33.73,23,407,96,3.775,177400,<1H OCEAN
-117.86,33.73,30,2651,552,3.7202,182100,<1H OCEAN
-117.86,33.73,26,1702,463,2.6385,180200,<1H OCEAN
-117.87,33.74,31,2338,631,2.6734,158500,<1H OCEAN
-117.87,33.73,45,2264,499,3.4193,177000,<1H OCEAN
-117.87,33.74,52,2411,521,3.415,172500,<1H OCEAN
-117.86,33.74,38,2415,599,3.425,165600,<1H OCEAN
-117.86,33.73,38,2284,504,3.3125,159100,<1H OCEAN
-117.86,33.74,34,2254,625,2.5,162500,<1H OCEAN
-117.89,33.73,33,1308,347,3.0824,177400,<1H OCEAN
-117.9,33.73,32,2930,854,3.7147,164100,<1H OCEAN
-117.9,33.73,30,746,163,4.1,166400,<1H OCEAN
-117.88,33.73,33,2291,589,3.2037,163500,<1H OCEAN
-117.88,33.73,36,2471,475,3.75,170500,<1H OCEAN
-117.89,33.75,31,1205,301,4.0231,139200,<1H OCEAN
-117.89,33.74,32,1562,347,2.9167,158400,<1H OCEAN
-117.89,33.74,34,1759,330,3.2292,160600,<1H OCEAN
-117.9,33.75,28,1346,278,3.425,159500,<1H OCEAN
-117.9,33.74,19,1566,330,2.2105,180400,<1H OCEAN
-117.9,33.74,18,1884,442,2.3783,166700,<1H OCEAN
-117.91,33.74,25,4273,922,2.9926,183200,<1H OCEAN
-117.91,33.73,26,2413,509,4.7639,179900,<1H OCEAN
-117.9,33.73,26,1324,311,3.9659,178500,<1H OCEAN
-117.9,33.74,24,2932,911,2.7535,111000,<1H OCEAN
-117.9,33.74,25,808,189,4.7679,173100,<1H OCEAN
-117.9,33.74,24,1435,504,3.0833,151700,<1H OCEAN
-117.89,33.74,32,660,113,3.75,159000,<1H OCEAN
-117.89,33.74,33,619,146,4.6875,154400,<1H OCEAN
-117.89,33.73,32,728,135,4.0769,163900,<1H OCEAN
-117.88,33.75,10,1823,548,1.5026,151800,<1H OCEAN
-117.88,33.74,29,720,181,3.1964,151900,<1H OCEAN
-117.88,33.74,16,1444,441,3.1691,159400,<1H OCEAN
-117.88,33.74,31,1120,268,2.8077,140300,<1H OCEAN
-117.87,33.74,16,1243,376,2.7632,158900,<1H OCEAN
-117.88,33.74,19,2261,635,2.5224,148500,<1H OCEAN
-117.88,33.74,25,1799,538,3.0083,163500,<1H OCEAN
-117.87,33.76,6,2992,1130,2.246,183300,<1H OCEAN
-117.87,33.75,14,5526,1796,2.6561,144400,<1H OCEAN
-117.87,33.75,18,697,221,2.6635,162500,<1H OCEAN
-117.86,33.75,39,275,103,3.5972,158000,<1H OCEAN
-117.86,33.75,13,1632,659,1.5054,137500,<1H OCEAN
-117.87,33.75,12,2782,795,0.971,102500,<1H OCEAN
-117.87,33.75,26,411,95,1.7019,350000,<1H OCEAN
-117.88,33.76,37,2988,666,3.4345,235500,<1H OCEAN
-117.88,33.76,17,1768,436,1.7823,205300,<1H OCEAN
-117.88,33.75,50,1344,234,4.5125,195400,<1H OCEAN
-117.88,33.75,34,3004,640,2.8342,187200,<1H OCEAN
-117.9,33.76,26,2678,685,3.6953,176800,<1H OCEAN
-117.9,33.75,32,1893,426,3.7143,163000,<1H OCEAN
-117.89,33.76,36,2656,571,3.8056,177200,<1H OCEAN
-117.89,33.75,34,2753,631,3.1713,170100,<1H OCEAN
-117.88,33.78,26,1813,343,3.5972,187500,<1H OCEAN
-117.88,33.77,31,2549,362,6.9737,288800,<1H OCEAN
-117.88,33.78,26,3141,724,3.3472,237400,<1H OCEAN
-117.89,33.77,32,2342,453,4.1951,195000,<1H OCEAN
-117.89,33.77,35,1799,368,3.9219,189600,<1H OCEAN
-117.89,33.76,34,1050,201,4.8,192700,<1H OCEAN
-117.87,33.77,52,2512,365,8.0784,320300,<1H OCEAN
-117.87,33.76,37,4943,788,4.1071,311300,<1H OCEAN
-117.86,33.77,39,4159,651,4.6111,240300,<1H OCEAN
-117.86,33.76,34,3153,532,4.7083,205300,<1H OCEAN
-117.84,33.76,14,1458,365,4.2798,218800,<1H OCEAN
-117.85,33.76,26,2312,437,2.8828,204700,<1H OCEAN
-117.84,33.76,16,238,50,5.375,215700,<1H OCEAN
-117.84,33.76,22,378,81,3.6806,219400,<1H OCEAN
-117.84,33.75,16,4367,1005,4.0214,139500,<1H OCEAN
-117.85,33.76,33,1866,371,4.5461,213800,<1H OCEAN
-117.84,33.77,14,4412,874,4.3292,206500,<1H OCEAN
-117.85,33.77,23,5928,1150,4.0398,233100,<1H OCEAN
-117.84,33.77,26,3350,550,3.5195,249100,<1H OCEAN
-117.84,33.76,26,2110,407,4.3698,229600,<1H OCEAN
-117.83,33.75,22,6433,1125,4.9957,296400,<1H OCEAN
-117.82,33.75,30,2910,489,4.6161,236500,<1H OCEAN
-117.82,33.75,24,893,197,2.8261,146500,<1H OCEAN
-117.82,33.74,25,2720,631,3.0958,137800,<1H OCEAN
-117.83,33.75,34,2660,567,3.4152,210200,<1H OCEAN
-117.81,33.75,23,3498,642,5.021,252200,<1H OCEAN
-117.8,33.74,30,3569,537,5.2998,247200,<1H OCEAN
-117.81,33.73,19,5471,1247,3.5719,252800,<1H OCEAN
-117.81,33.74,24,2696,626,3.3047,216900,<1H OCEAN
-117.81,33.73,19,4022,954,3.0305,140600,<1H OCEAN
-117.81,33.73,23,3056,555,4.7273,234200,<1H OCEAN
-117.82,33.73,23,2542,675,3.8703,137000,<1H OCEAN
-117.82,33.73,24,845,190,4.7039,225000,<1H OCEAN
-117.82,33.73,27,1270,264,5.0162,223000,<1H OCEAN
-117.83,33.74,23,6114,1521,3.0382,183600,<1H OCEAN
-117.83,33.73,20,5768,1465,3.5387,160400,<1H OCEAN
-117.8,33.76,27,2655,335,6.9014,366800,<1H OCEAN
-117.79,33.76,25,2037,249,11.0546,487200,<1H OCEAN
-117.8,33.75,29,3058,474,5.3903,286600,<1H OCEAN
-117.8,33.74,33,2890,452,6.5616,290200,<1H OCEAN
-117.81,33.75,25,2365,458,3.7031,227800,<1H OCEAN
-117.79,33.77,23,3596,458,8.5403,451300,<1H OCEAN
-117.79,33.77,21,4349,519,6.9014,439000,<1H OCEAN
-117.78,33.78,6,9792,1179,10.1714,481500,<1H OCEAN
-117.76,33.79,4,8974,1241,8.2653,374000,<1H OCEAN
-117.82,33.77,32,2308,320,7.0565,324600,<1H OCEAN
-117.83,33.77,22,2956,558,4.1151,203200,<1H OCEAN
-117.83,33.77,26,4931,818,4.275,285400,<1H OCEAN
-117.82,33.76,27,3230,448,6.5308,287800,<1H OCEAN
-117.82,33.77,27,2578,340,7.1882,359200,<1H OCEAN
-117.82,33.76,33,2774,407,6.2944,265600,<1H OCEAN
-117.81,33.76,32,2053,323,5.5654,281800,<1H OCEAN
-117.8,33.77,29,5436,685,8.7496,349500,<1H OCEAN
-117.81,33.77,31,4624,635,7.2392,334600,<1H OCEAN
-117.81,33.83,8,7326,798,10.157,477100,<1H OCEAN
-117.83,33.83,13,3759,499,8.3818,377600,<1H OCEAN
-117.83,33.83,23,2775,510,3.6707,231400,<1H OCEAN
-117.82,33.8,15,3207,595,4.0484,165600,<1H OCEAN
-117.83,33.79,29,1454,262,4.8542,218100,<1H OCEAN
-117.82,33.79,26,2641,617,4.1339,222300,<1H OCEAN
-117.83,33.8,30,4713,730,5.8622,221000,<1H OCEAN
-117.83,33.8,31,2016,405,3.8681,196000,<1H OCEAN
-117.84,33.79,37,2733,476,5.3041,235700,<1H OCEAN
-117.83,33.79,25,2070,460,2.9312,220100,<1H OCEAN
-117.84,33.79,34,2590,608,2.378,199600,<1H OCEAN
-117.84,33.78,26,2577,432,4.6125,229200,<1H OCEAN
-117.84,33.78,24,3817,713,4.25,248000,<1H OCEAN
-117.81,33.79,23,3114,577,3.75,211900,<1H OCEAN
-117.82,33.78,25,4977,646,6.58,318500,<1H OCEAN
-117.81,33.78,27,3589,495,5.7934,270500,<1H OCEAN
-117.82,33.78,28,4485,685,5.4562,274700,<1H OCEAN
-117.81,33.81,19,3154,384,8.9257,431800,<1H OCEAN
-117.82,33.81,19,2556,260,9.9055,456900,<1H OCEAN
-117.83,33.82,26,3259,459,5.7817,267600,<1H OCEAN
-117.83,33.82,23,1100,267,3.6953,150000,<1H OCEAN
-117.83,33.81,24,3550,834,2.8403,225600,<1H OCEAN
-117.82,33.81,25,2662,401,5.4395,244000,<1H OCEAN
-117.83,33.81,28,1972,326,5.4298,234200,<1H OCEAN
-117.82,33.81,30,2260,341,6.0705,236700,<1H OCEAN
-117.85,33.79,46,1846,336,3.4234,200000,<1H OCEAN
-117.85,33.79,52,2102,365,3.6827,236800,<1H OCEAN
-117.86,33.79,31,3523,949,3.1792,146400,<1H OCEAN
-117.85,33.79,52,1963,415,3.8929,211000,<1H OCEAN
-117.85,33.78,23,3187,852,3.3939,212100,<1H OCEAN
-117.86,33.78,25,2635,634,3.125,215000,<1H OCEAN
-117.85,33.77,16,2186,466,4.575,225000,<1H OCEAN
-117.85,33.79,40,1251,343,2.4688,236400,<1H OCEAN
-117.86,33.79,34,1883,424,3.8929,187500,<1H OCEAN
-117.86,33.78,21,2713,722,2.6959,178800,<1H OCEAN
-117.87,33.78,21,2487,494,4.3039,168500,<1H OCEAN
-117.87,33.78,19,2813,596,4.7208,173500,<1H OCEAN
-117.87,33.78,30,2022,463,3.7454,186000,<1H OCEAN
-117.86,33.8,35,1683,335,3.5172,190400,<1H OCEAN
-117.86,33.79,42,1024,187,4.105,194500,<1H OCEAN
-117.87,33.79,25,2546,521,4.192,219900,<1H OCEAN
-117.88,33.79,32,1484,295,5.1418,190300,<1H OCEAN
-117.89,33.78,16,6352,1649,2.8835,193800,<1H OCEAN
-117.9,33.78,25,10336,2419,3.3627,197900,<1H OCEAN
-117.85,33.84,26,2095,261,6.6719,271700,<1H OCEAN
-117.86,33.84,19,1725,400,3.0087,159400,<1H OCEAN
-117.85,33.84,17,2830,459,5.1785,247300,<1H OCEAN
-117.85,33.83,26,1904,303,5.6784,232400,<1H OCEAN
-117.86,33.83,23,2377,408,5.3439,227100,<1H OCEAN
-117.84,33.84,23,4388,846,4.5217,219400,<1H OCEAN
-117.86,33.8,34,1793,441,2.8235,153100,<1H OCEAN
-117.85,33.81,26,4186,777,4.9917,248100,<1H OCEAN
-117.85,33.81,32,1766,330,4.0417,234500,<1H OCEAN
-117.85,33.8,34,1593,255,3.825,216700,<1H OCEAN
-117.85,33.8,40,1461,264,4.3269,194100,<1H OCEAN
-117.84,33.81,26,5574,988,4.0324,244900,<1H OCEAN
-117.84,33.8,35,1490,257,4.3661,222100,<1H OCEAN
-117.84,33.8,34,2004,328,3.59,230600,<1H OCEAN
-117.86,33.82,9,1682,271,6.6603,230900,<1H OCEAN
-117.84,33.82,24,10281,1629,4.7946,251200,<1H OCEAN
-117.84,33.84,23,6157,1073,5.0629,232600,<1H OCEAN
-117.89,33.84,35,3315,687,3.5521,182800,<1H OCEAN
-117.89,33.83,35,2984,455,5.6276,200800,<1H OCEAN
-117.9,33.83,33,3065,606,3.8456,211800,<1H OCEAN
-117.89,33.82,21,1591,297,4.8906,179100,<1H OCEAN
-117.89,33.8,38,51,10,6.0224,187500,<1H OCEAN
-117.89,33.82,24,1268,224,5.0605,216200,<1H OCEAN
-117.89,33.82,18,3197,726,3.6761,140500,<1H OCEAN
-117.87,33.81,15,3082,531,3.7604,280100,<1H OCEAN
-117.87,33.84,10,3381,636,5.3812,235400,<1H OCEAN
-117.88,33.84,26,1499,277,3.5893,238500,<1H OCEAN
-117.88,33.84,31,3301,682,3.7303,223800,<1H OCEAN
-117.87,33.83,27,2287,351,5.6163,231000,<1H OCEAN
-117.88,33.83,22,3522,524,6.4685,241200,<1H OCEAN
-117.88,33.83,25,1785,251,6.8407,266700,<1H OCEAN
-117.88,33.82,17,2247,618,3.8631,225000,<1H OCEAN
-117.88,33.82,26,1783,306,6.0488,232000,<1H OCEAN
-117.87,33.82,26,2435,350,5.9397,249400,<1H OCEAN
-117.88,33.85,26,3924,725,3.7772,223900,<1H OCEAN
-117.88,33.85,34,1127,181,4.375,224700,<1H OCEAN
-117.88,33.84,34,1410,240,6.1168,213900,<1H OCEAN
-117.88,33.84,33,1526,245,5.1782,225000,<1H OCEAN
-117.9,33.85,31,3413,728,4.325,187100,<1H OCEAN
-117.9,33.85,35,1756,332,3.6,193500,<1H OCEAN
-117.89,33.85,18,2036,380,3.875,273000,<1H OCEAN
-117.9,33.85,32,1605,306,3.3375,186200,<1H OCEAN
-117.89,33.85,13,1583,432,3.2303,201300,<1H OCEAN
-117.9,33.84,31,2043,454,3.5329,187400,<1H OCEAN
-117.89,33.84,33,1587,331,2.8021,195100,<1H OCEAN
-117.88,33.85,25,1234,285,2.3173,225000,<1H OCEAN
-117.88,33.84,25,1781,378,3.9286,262700,<1H OCEAN
-117.87,33.84,23,1678,347,4.5,237300,<1H OCEAN
-117.87,33.84,25,1928,385,4.0724,231400,<1H OCEAN
-117.87,33.84,16,1545,350,4.5112,139000,<1H OCEAN
-117.87,33.84,17,2395,399,5.1182,249200,<1H OCEAN
-117.85,33.85,17,4678,1020,4.2276,254100,<1H OCEAN
-117.86,33.85,17,1131,244,4.9306,158500,<1H OCEAN
-117.92,33.85,38,2082,510,2.3704,166100,<1H OCEAN
-117.92,33.84,45,2019,377,4.6111,223000,<1H OCEAN
-117.92,33.85,44,1231,244,3.2344,170100,<1H OCEAN
-117.91,33.85,35,932,267,2.7014,156700,<1H OCEAN
-117.91,33.84,35,1244,322,2.9583,175400,<1H OCEAN
-117.91,33.85,22,1178,294,3.025,180000,<1H OCEAN
-117.91,33.84,29,1570,430,2.6563,162500,<1H OCEAN
-117.93,33.85,27,1962,481,1.9621,118100,<1H OCEAN
-117.94,33.85,26,1888,458,3.3393,168600,<1H OCEAN
-117.93,33.85,33,2489,444,2.9474,178400,<1H OCEAN
-117.93,33.85,31,2149,302,3.875,183900,<1H OCEAN
-117.93,33.85,25,1026,283,4.2019,163900,<1H OCEAN
-117.93,33.85,36,2147,392,3.2188,196900,<1H OCEAN
-117.94,33.85,37,588,104,4.275,186200,<1H OCEAN
-117.93,33.84,23,2870,598,3.2301,189900,<1H OCEAN
-117.95,33.85,13,6963,1375,4.1325,203500,<1H OCEAN
-117.96,33.85,35,1175,186,4.125,189200,<1H OCEAN
-117.97,33.85,30,2513,472,4.0061,182900,<1H OCEAN
-117.96,33.85,36,1951,358,4.8438,185700,<1H OCEAN
-117.95,33.84,32,1378,448,3.4028,183700,<1H OCEAN
-117.95,33.84,19,1749,391,3.75,173400,<1H OCEAN
-117.95,33.84,34,1229,218,3.5455,180000,<1H OCEAN
-117.94,33.84,25,4016,774,3.1884,135400,<1H OCEAN
-117.94,33.84,28,604,212,3.6214,182100,<1H OCEAN
-117.98,33.85,23,2089,362,4.765,181500,<1H OCEAN
-117.98,33.84,33,2291,405,3.9539,191100,<1H OCEAN
-117.98,33.84,35,984,199,5.0747,189600,<1H OCEAN
-117.97,33.85,45,818,152,5.1057,170700,<1H OCEAN
-117.96,33.84,31,2265,507,3.4583,186300,<1H OCEAN
-117.97,33.84,34,874,153,4.8667,186800,<1H OCEAN
-117.97,33.84,35,793,137,5.25,190200,<1H OCEAN
-117.97,33.84,25,2471,500,4.2679,191700,<1H OCEAN
-117.97,33.84,18,1063,223,2.8348,219000,<1H OCEAN
-117.99,33.84,31,2982,570,4.9115,255500,<1H OCEAN
-117.97,33.83,16,2035,503,3.2546,187500,<1H OCEAN
-117.98,33.84,31,1252,226,4.6042,220700,<1H OCEAN
-117.98,33.83,17,3506,893,3.3006,185800,<1H OCEAN
-118,33.82,21,2253,500,3.2326,204700,<1H OCEAN
-118.01,33.82,31,1960,356,4.0625,225900,<1H OCEAN
-118.01,33.83,24,4639,1257,2.5577,202300,<1H OCEAN
-118.01,33.83,23,1086,250,2.4609,219600,<1H OCEAN
-118,33.83,26,1718,368,3.9333,196100,<1H OCEAN
-118,33.83,24,2578,529,2.2401,212500,<1H OCEAN
-118,33.82,18,2947,551,4.5294,224800,<1H OCEAN
-117.99,33.83,25,3434,657,3.2539,199000,<1H OCEAN
-117.99,33.82,19,1991,460,3.1538,252100,<1H OCEAN
-117.99,33.83,35,1484,248,5.2657,191400,<1H OCEAN
-117.99,33.82,33,2342,509,4.1167,215500,<1H OCEAN
-117.98,33.83,17,3419,766,3.2823,228500,<1H OCEAN
-117.98,33.82,34,1038,174,4.9219,200000,<1H OCEAN
-117.98,33.82,34,1290,241,5.5486,218100,<1H OCEAN
-117.98,33.83,32,1133,187,6.213,230800,<1H OCEAN
-117.97,33.83,22,3310,674,4.0185,200900,<1H OCEAN
-117.97,33.82,26,2335,502,2.9891,205200,<1H OCEAN
-117.97,33.82,26,4013,922,3.7655,197700,<1H OCEAN
-117.96,33.83,30,2838,593,3.3831,197400,<1H OCEAN
-117.96,33.83,18,2067,541,3.1315,137500,<1H OCEAN
-117.96,33.83,29,1194,170,6.1001,298900,<1H OCEAN
-117.95,33.84,18,3418,773,3.65,171400,<1H OCEAN
-117.94,33.83,20,812,172,3.25,350000,<1H OCEAN
-117.95,33.83,31,2421,413,4.9394,217800,<1H OCEAN
-117.94,33.82,34,1347,201,3.8828,215400,<1H OCEAN
-117.94,33.82,27,1366,325,3.4,196900,<1H OCEAN
-117.95,33.82,29,2929,584,3.6875,213200,<1H OCEAN
-117.95,33.83,35,1107,210,5.0599,216700,<1H OCEAN
-117.96,33.83,34,982,156,6.3214,220800,<1H OCEAN
-117.95,33.83,36,1380,234,3.8214,210900,<1H OCEAN
-117.93,33.83,32,1792,381,2.4942,186300,<1H OCEAN
-117.92,33.82,36,2360,386,4.3583,187200,<1H OCEAN
-117.94,33.82,29,1422,390,2.3347,208100,<1H OCEAN
-117.94,33.82,24,4735,868,5.0764,228600,<1H OCEAN
-117.93,33.82,28,2444,567,3.0179,198800,<1H OCEAN
-117.92,33.84,38,1316,278,3.2969,220000,<1H OCEAN
-117.92,33.83,6,3136,859,2.5564,171300,<1H OCEAN
-117.93,33.83,30,1561,391,3.375,201900,<1H OCEAN
-117.93,33.84,34,2160,305,6.0531,287100,<1H OCEAN
-117.93,33.84,26,2811,566,3.475,282500,<1H OCEAN
-117.91,33.84,26,1156,400,2.2716,350000,<1H OCEAN
-117.9,33.83,23,2459,598,2.8072,164700,<1H OCEAN
-117.91,33.83,9,1160,325,1.119,175000,<1H OCEAN
-117.92,33.83,17,382,81,1.425,212500,<1H OCEAN
-117.91,33.84,16,919,249,1.5903,165400,<1H OCEAN
-117.91,33.84,25,1021,258,3.125,168100,<1H OCEAN
-117.91,33.83,47,504,109,3.6607,160600,<1H OCEAN
-117.91,33.83,37,1039,243,3.0288,161400,<1H OCEAN
-117.92,33.83,36,1072,196,5.0275,179300,<1H OCEAN
-117.92,33.83,52,1514,293,3.6042,166400,<1H OCEAN
-117.91,33.83,32,1855,504,2.5509,170800,<1H OCEAN
-117.9,33.82,32,1187,275,2.4931,166900,<1H OCEAN
-117.92,33.82,10,1548,424,4.5057,152400,<1H OCEAN
-117.91,33.82,32,2696,626,2.9479,184600,<1H OCEAN
-117.91,33.82,29,1444,271,2.3843,182900,<1H OCEAN
-117.91,33.81,18,1181,340,2.5625,153100,<1H OCEAN
-117.91,33.82,32,1408,284,3.7014,179600,<1H OCEAN
-117.93,33.81,18,3291,563,4.8981,166300,<1H OCEAN
-117.92,33.81,34,988,184,5.6047,205100,<1H OCEAN
-117.93,33.8,34,3903,716,4.2731,218000,<1H OCEAN
-117.92,33.8,17,1317,272,4.6696,159500,<1H OCEAN
-117.9,33.8,21,1342,335,2.9231,45000,<1H OCEAN
-117.9,33.8,22,2964,771,2.4833,157500,<1H OCEAN
-117.9,33.8,23,1368,358,3.0789,350000,<1H OCEAN
-117.9,33.8,27,2176,418,4.375,212500,<1H OCEAN
-117.94,33.81,33,1891,343,4.2759,238000,<1H OCEAN
-117.94,33.81,25,1731,455,3.256,214300,<1H OCEAN
-117.94,33.81,34,1290,204,5.8461,227400,<1H OCEAN
-117.94,33.81,26,1589,315,4.5714,243200,<1H OCEAN
-117.94,33.8,28,2914,499,4.9429,254800,<1H OCEAN
-117.94,33.81,24,4602,1014,3.6771,172200,<1H OCEAN
-117.93,33.8,29,1672,281,4.8611,231900,<1H OCEAN
-117.95,33.82,35,1068,174,4.0735,208700,<1H OCEAN
-117.95,33.82,35,1117,168,4.3269,224700,<1H OCEAN
-117.96,33.82,32,2856,601,3.63,183400,<1H OCEAN
-117.96,33.82,32,2726,531,3.7917,197400,<1H OCEAN
-117.96,33.8,30,729,139,4.7667,195200,<1H OCEAN
-117.96,33.81,35,1153,208,5.2384,177400,<1H OCEAN
-117.96,33.81,34,1416,284,4.7772,182500,<1H OCEAN
-117.96,33.81,35,1996,330,4.7738,180000,<1H OCEAN
-117.96,33.82,29,2176,428,3.707,180400,<1H OCEAN
-117.96,33.82,19,1199,276,3.6422,209400,<1H OCEAN
-117.95,33.81,33,1724,285,5.118,195200,<1H OCEAN
-117.96,33.81,34,1941,339,4.4663,183900,<1H OCEAN
-117.95,33.81,24,2749,460,4.025,240700,<1H OCEAN
-118,33.81,33,2970,539,4.3636,201800,<1H OCEAN
-118,33.81,22,2642,588,3.5268,174700,<1H OCEAN
-118.01,33.81,25,1831,339,4.5179,177100,<1H OCEAN
-118,33.82,24,3002,634,3.1087,202800,<1H OCEAN
-118,33.81,13,2782,628,4.1276,153800,<1H OCEAN
-118,33.81,17,2142,412,3.7059,146300,<1H OCEAN
-117.99,33.8,18,383,98,3.975,162500,<1H OCEAN
-118,33.81,17,1530,344,2.8835,196500,<1H OCEAN
-117.99,33.82,21,2281,460,2.8625,189600,<1H OCEAN
-117.99,33.81,23,3284,758,2.4526,182900,<1H OCEAN
-117.99,33.81,42,161,50,2.2,153100,<1H OCEAN
-117.99,33.81,46,38,14,4.1667,162500,<1H OCEAN
-117.98,33.81,28,3528,764,2.582,181800,<1H OCEAN
-117.98,33.81,18,3751,815,3.7201,183100,<1H OCEAN
-117.98,33.81,35,897,161,5.152,215600,<1H OCEAN
-117.97,33.81,26,4022,1001,2.8042,206300,<1H OCEAN
-117.97,33.81,30,2406,456,4.485,180600,<1H OCEAN
-117.99,33.8,25,3179,623,3.3281,180800,<1H OCEAN
-117.99,33.79,33,2064,315,4.5263,169000,<1H OCEAN
-117.99,33.79,29,2470,513,3.1801,190500,<1H OCEAN
-117.99,33.79,35,2301,454,3.9566,167800,<1H OCEAN
-117.98,33.8,35,2114,343,5.4876,227500,<1H OCEAN
-117.98,33.79,35,2356,480,4.1115,179700,<1H OCEAN
-117.98,33.8,32,2161,402,4.3036,191400,<1H OCEAN
-117.97,33.8,35,2985,453,5.4631,225600,<1H OCEAN
-117.97,33.79,33,3268,591,3.6849,211400,<1H OCEAN
-118,33.79,18,3679,652,3.6531,143500,<1H OCEAN
-117.99,33.78,15,4273,946,3.5313,213000,<1H OCEAN
-117.99,33.79,21,2695,683,3.2857,213300,<1H OCEAN
-117.98,33.78,31,2825,563,3.9798,187500,<1H OCEAN
-117.97,33.79,34,2456,442,4.1818,224200,<1H OCEAN
-117.99,33.78,19,7399,1593,3.1049,173900,<1H OCEAN
-117.97,33.78,35,3148,587,3.9479,203800,<1H OCEAN
-117.98,33.78,22,4255,920,3.2636,180200,<1H OCEAN
-117.96,33.8,33,1984,387,3.4821,231300,<1H OCEAN
-117.96,33.79,36,2398,402,5.2816,221800,<1H OCEAN
-117.96,33.8,35,1493,272,5.244,218000,<1H OCEAN
-117.96,33.8,33,2362,387,4.425,188400,<1H OCEAN
-117.95,33.79,34,2584,405,5.6935,218300,<1H OCEAN
-117.95,33.78,26,4115,825,3.9536,191000,<1H OCEAN
-117.96,33.79,29,1813,482,2.0677,214500,<1H OCEAN
-117.96,33.78,35,1330,217,6.37,229200,<1H OCEAN
-117.94,33.8,23,2757,707,2.8,214300,<1H OCEAN
-117.95,33.79,34,2912,501,4.4667,190600,<1H OCEAN
-117.95,33.8,34,1654,292,4.6389,214600,<1H OCEAN
-117.95,33.8,32,1219,197,5.237,215700,<1H OCEAN
-117.94,33.79,24,4179,733,4.7986,236500,<1H OCEAN
-117.93,33.78,36,2169,370,4.3906,231300,<1H OCEAN
-117.94,33.78,34,2627,450,4.7731,199200,<1H OCEAN
-117.93,33.79,36,2363,391,4.0909,190800,<1H OCEAN
-117.93,33.79,34,3592,605,5.2129,193400,<1H OCEAN
-117.92,33.79,35,1785,297,4.5739,190500,<1H OCEAN
-117.92,33.79,29,3692,881,3.1726,198700,<1H OCEAN
-117.92,33.79,26,2737,606,2.8622,184300,<1H OCEAN
-117.91,33.79,22,4417,983,4.25,170300,<1H OCEAN
