year,age,sex,maritl,race,education,wage
2003,30,1. Male,2. Married,1. White,3. Some College,109.8339856
2006,37,1. Male,2. Married,1. White,2. HS Grad,87.38744997
2004,51,1. Male,2. Married,1. White,4. College Grad,88.83156917
2008,55,1. Male,2. Married,1. White,5. Advanced Degree,166.3249412
2004,35,1. Male,2. Married,1. White,2. HS Grad,94.69569513
2006,33,1. Male,2. Married,1. White,2. HS Grad,122.2636739
2008,41,1. Male,4. Divorced,1. White,4. College Grad,132.4878211
2003,34,1. Male,2. Married,1. White,5. Advanced Degree,96.37065283
2006,33,1. Male,2. Married,1. White,2. HS Grad,89.24288466
2008,49,1. Male,1. Never Married,1. White,1. < HS Grad,81.28325328
2006,62,1. Male,2. Married,1. White,5. Advanced Degree,73.77574327
2004,31,1. Male,1. Never Married,2. Black,1. < HS Grad,109.8339856
2007,43,1. Male,4. Divorced,1. White,1. < HS Grad,100.0996625
2008,43,1. Male,2. Married,2. Black,4. College Grad,134.2656772
2004,43,1. Male,1. Never Married,1. White,3. Some College,91.69922611
2009,48,1. Male,2. Married,1. White,4. College Grad,109.5472966
2003,48,1. Male,2. Married,1. White,2. HS Grad,70.47601965
2007,50,1. Male,2. Married,1. White,4. College Grad,144.2047389
2009,29,1. Male,1. Never Married,3. Asian,4. College Grad,99.6894637
2004,52,1. Male,2. Married,1. White,3. Some College,94.07271475
2004,46,1. Male,1. Never Married,1. White,2. HS Grad,87.98103279
2005,40,1. Male,1. Never Married,1. White,2. HS Grad,94.07271475
2004,43,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2006,54,1. Male,2. Married,1. White,2. HS Grad,115.3750386
2006,38,1. Male,1. Never Married,1. White,5. Advanced Degree,107.9039239
2004,32,1. Male,2. Married,1. White,3. Some College,101.4020523
2008,28,1. Male,1. Never Married,3. Asian,4. College Grad,144.4794227
2005,33,1. Male,1. Never Married,1. White,5. Advanced Degree,145.1436012
2004,44,1. Male,2. Married,1. White,5. Advanced Degree,163.515864
2006,41,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2005,31,1. Male,1. Never Married,1. White,1. < HS Grad,40.40566526
2007,48,1. Male,4. Divorced,1. White,4. College Grad,97.49329405
2007,50,1. Male,2. Married,2. Black,4. College Grad,117.1468169
2004,47,1. Male,2. Married,1. White,4. College Grad,118.8843593
2004,31,1. Male,2. Married,2. Black,2. HS Grad,84.04595765
2008,40,1. Male,2. Married,1. White,2. HS Grad,88.81647397
2009,54,1. Male,4. Divorced,1. White,3. Some College,86.69515483
2004,24,1. Male,1. Never Married,2. Black,2. HS Grad,75.35567932
2005,34,1. Male,2. Married,1. White,2. HS Grad,98.59934386
2003,65,1. Male,2. Married,1. White,4. College Grad,87.98103279
2007,28,1. Male,2. Married,1. White,2. HS Grad,109.6429681
2008,30,1. Male,5. Separated,1. White,2. HS Grad,79.85490031
2009,45,1. Male,2. Married,1. White,3. Some College,166.3249412
2008,35,1. Male,5. Separated,1. White,4. College Grad,139.0034081
2005,46,1. Male,2. Married,4. Other,5. Advanced Degree,145.1436012
2003,47,1. Male,2. Married,1. White,2. HS Grad,85.38394038
2008,71,1. Male,2. Married,1. White,2. HS Grad,99.6916284
2003,39,1. Male,2. Married,1. White,3. Some College,130.9821774
2009,41,1. Male,1. Never Married,1. White,1. < HS Grad,68.74808773
2007,33,1. Male,2. Married,1. White,2. HS Grad,139.7030715
2009,76,1. Male,4. Divorced,1. White,5. Advanced Degree,176.9896505
2009,20,1. Male,1. Never Married,1. White,2. HS Grad,76.89360252
2006,34,1. Male,2. Married,1. White,5. Advanced Degree,134.7053751
2003,26,1. Male,1. Never Married,1. White,4. College Grad,99.6894637
2006,51,1. Male,2. Married,1. White,4. College Grad,148.4131591
2003,25,1. Male,2. Married,1. White,1. < HS Grad,79.85490031
2006,62,1. Male,2. Married,1. White,3. Some College,128.6804882
2006,37,1. Male,2. Married,1. White,4. College Grad,180.7799522
2009,37,1. Male,1. Never Married,2. Black,3. Some College,94.07271475
2007,32,1. Male,2. Married,1. White,3. Some College,89.49247952
2007,55,1. Male,2. Married,1. White,3. Some College,130.2208324
2009,36,1. Male,2. Married,1. White,1. < HS Grad,77.49768139
2006,39,1. Male,2. Married,1. White,2. HS Grad,148.4131591
2004,46,1. Male,2. Married,1. White,4. College Grad,185.2833171
2007,48,1. Male,2. Married,1. White,4. College Grad,128.6804882
2005,34,1. Male,4. Divorced,1. White,4. College Grad,147.1166892
2004,39,1. Male,2. Married,1. White,3. Some College,106.9218141
2005,50,1. Male,2. Married,1. White,5. Advanced Degree,115.3750386
2006,54,1. Male,2. Married,1. White,3. Some College,91.69922611
2007,60,1. Male,2. Married,1. White,4. College Grad,148.4131591
2007,48,1. Male,1. Never Married,1. White,5. Advanced Degree,111.7208494
2007,47,1. Male,2. Married,1. White,4. College Grad,126.3238807
2004,20,1. Male,1. Never Married,1. White,2. HS Grad,65.11085372
2003,60,1. Male,2. Married,1. White,2. HS Grad,107.9039239
2003,37,1. Male,1. Never Married,1. White,4. College Grad,54.59815003
2003,46,1. Male,2. Married,1. White,4. College Grad,134.7053751
2003,54,1. Male,2. Married,1. White,3. Some College,72.4793163
2006,51,1. Male,2. Married,1. White,4. College Grad,130.9821774
2009,32,1. Male,1. Never Married,2. Black,2. HS Grad,91.69922611
2006,35,1. Male,2. Married,1. White,4. College Grad,154.685293
2003,46,1. Male,2. Married,1. White,2. HS Grad,114.4757133
2008,38,1. Male,2. Married,2. Black,1. < HS Grad,87.98103279
2005,62,1. Male,2. Married,2. Black,2. HS Grad,80.57319971
2003,47,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2003,28,1. Male,2. Married,3. Asian,5. Advanced Degree,141.7751723
2007,61,1. Male,2. Married,1. White,4. College Grad,145.1436012
2003,26,1. Male,1. Never Married,1. White,4. College Grad,94.07271475
2006,49,1. Male,2. Married,1. White,2. HS Grad,127.1157438
2009,28,1. Male,2. Married,1. White,2. HS Grad,113.5670896
2003,61,1. Male,2. Married,1. White,2. HS Grad,101.5955382
2003,42,1. Male,2. Married,1. White,4. College Grad,134.7053751
2009,31,1. Male,2. Married,1. White,5. Advanced Degree,127.1157438
2009,50,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2005,44,1. Male,2. Married,1. White,1. < HS Grad,78.3924668
2007,46,1. Male,2. Married,2. Black,2. HS Grad,318.3424301
2006,54,1. Male,2. Married,1. White,2. HS Grad,82.6796373
2003,40,1. Male,4. Divorced,1. White,2. HS Grad,97.49329405
2005,38,1. Male,2. Married,1. White,2. HS Grad,87.8535469
2006,43,1. Male,2. Married,1. White,5. Advanced Degree,184.1671358
2009,43,1. Male,1. Never Married,2. Black,2. HS Grad,109.8339856
2004,30,1. Male,2. Married,1. White,3. Some College,95.23071257
2005,58,1. Male,2. Married,1. White,5. Advanced Degree,59.09706408
2007,60,1. Male,2. Married,3. Asian,4. College Grad,118.8843593
2004,45,1. Male,2. Married,1. White,5. Advanced Degree,130.9821774
2008,47,1. Male,2. Married,1. White,4. College Grad,134.7053751
2005,47,1. Male,2. Married,1. White,1. < HS Grad,87.98103279
2003,59,1. Male,4. Divorced,1. White,3. Some College,67.36898208
2006,36,1. Male,2. Married,1. White,3. Some College,83.32134154
2008,39,1. Male,1. Never Married,1. White,5. Advanced Degree,118.8843593
2004,40,1. Male,2. Married,3. Asian,1. < HS Grad,105.9278108
2003,42,1. Male,2. Married,1. White,2. HS Grad,85.38394038
2009,29,1. Male,1. Never Married,1. White,5. Advanced Degree,73.77574327
2005,38,1. Male,2. Married,1. White,4. College Grad,139.0034081
2003,58,1. Male,2. Married,2. Black,3. Some College,123.0896998
2004,18,1. Male,1. Never Married,1. White,2. HS Grad,55.99743383
2004,35,1. Male,2. Married,1. White,4. College Grad,141.7751723
2008,30,1. Male,2. Married,3. Asian,5. Advanced Degree,154.0729972
2003,48,1. Male,2. Married,1. White,3. Some College,118.8843593
2004,27,1. Male,2. Married,1. White,4. College Grad,114.4757133
2005,40,1. Male,2. Married,1. White,3. Some College,120.9267015
2007,34,1. Male,2. Married,1. White,5. Advanced Degree,97.49329405
2004,54,1. Male,2. Married,1. White,2. HS Grad,141.7751723
2006,20,1. Male,1. Never Married,2. Black,2. HS Grad,75.04315402
2005,50,1. Male,2. Married,1. White,2. HS Grad,89.49247952
2009,42,1. Male,2. Married,1. White,5. Advanced Degree,198.3502905
2008,45,1. Male,2. Married,2. Black,3. Some College,65.26143902
2003,59,1. Male,2. Married,1. White,3. Some College,107.9039239
2003,44,1. Male,2. Married,1. White,1. < HS Grad,81.28325328
2005,67,1. Male,4. Divorced,1. White,4. College Grad,76.89360252
2007,26,1. Male,1. Never Married,2. Black,4. College Grad,76.89360252
2007,40,1. Male,2. Married,1. White,5. Advanced Degree,140.3982002
2004,42,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2005,22,1. Male,1. Never Married,1. White,2. HS Grad,81.28325328
2005,43,1. Male,2. Married,1. White,3. Some College,140.3982002
2004,34,1. Male,1. Never Married,1. White,2. HS Grad,79.85490031
2004,44,1. Male,4. Divorced,2. Black,2. HS Grad,79.85490031
2003,53,1. Male,2. Married,1. White,3. Some College,268.266292
2003,54,1. Male,2. Married,1. White,5. Advanced Degree,124.7204462
2008,55,1. Male,2. Married,1. White,4. College Grad,148.4131591
2009,30,1. Male,1. Never Married,3. Asian,5. Advanced Degree,118.8843593
2004,48,1. Male,2. Married,1. White,5. Advanced Degree,176.9896505
2003,48,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2008,30,1. Male,2. Married,3. Asian,5. Advanced Degree,127.1157438
2006,38,1. Male,4. Divorced,1. White,3. Some College,110.7826503
2005,25,1. Male,2. Married,1. White,3. Some College,91.69922611
2009,59,1. Male,3. Widowed,2. Black,2. HS Grad,104.9215065
2004,38,1. Male,2. Married,1. White,5. Advanced Degree,272.2947832
2003,40,1. Male,2. Married,1. White,4. College Grad,268.266292
2007,36,1. Male,2. Married,1. White,5. Advanced Degree,163.515864
2008,60,1. Male,2. Married,1. White,4. College Grad,104.9215065
2005,40,1. Male,2. Married,3. Asian,4. College Grad,123.0896998
2003,28,1. Male,2. Married,1. White,3. Some College,118.8843593
2004,34,1. Male,2. Married,3. Asian,5. Advanced Degree,148.4131591
2008,39,1. Male,2. Married,1. White,4. College Grad,175.4435493
2005,26,1. Male,2. Married,1. White,2. HS Grad,96.37065283
2004,28,1. Male,1. Never Married,1. White,2. HS Grad,96.93409046
2004,27,1. Male,1. Never Married,1. White,4. College Grad,99.6894637
2008,34,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2009,38,1. Male,2. Married,2. Black,2. HS Grad,311.9345689
2005,51,1. Male,2. Married,1. White,4. College Grad,109.8339856
2008,58,1. Male,4. Divorced,1. White,3. Some College,87.98103279
2004,42,1. Male,2. Married,1. White,4. College Grad,138.2991269
2005,32,1. Male,1. Never Married,2. Black,3. Some College,47.93367133
2006,27,1. Male,2. Married,1. White,4. College Grad,104.9215065
2009,51,1. Male,1. Never Married,1. White,4. College Grad,99.6894637
2009,50,1. Male,2. Married,2. Black,2. HS Grad,133.2323508
2009,25,1. Male,1. Never Married,3. Asian,4. College Grad,115.3750386
2006,60,1. Male,2. Married,2. Black,2. HS Grad,120.9267015
2004,62,1. Male,2. Married,1. White,3. Some College,148.4131591
2006,53,1. Male,2. Married,1. White,3. Some College,120.5894365
2009,39,1. Male,2. Married,1. White,4. College Grad,144.4780877
2003,23,1. Male,1. Never Married,1. White,3. Some College,90.48191336
2008,47,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2009,32,1. Male,1. Never Married,1. White,4. College Grad,123.0896998
2003,57,1. Male,2. Married,1. White,4. College Grad,268.266292
2005,40,1. Male,2. Married,2. Black,3. Some College,78.3924668
2006,57,1. Male,2. Married,1. White,3. Some College,107.9039239
2005,31,1. Male,2. Married,3. Asian,5. Advanced Degree,148.4131591
2005,28,1. Male,1. Never Married,1. White,3. Some College,89.24288466
2007,58,1. Male,2. Married,1. White,2. HS Grad,130.9821774
2008,47,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2003,41,1. Male,2. Married,1. White,4. College Grad,70.47601965
2004,53,1. Male,2. Married,1. White,2. HS Grad,108.6813082
2009,27,1. Male,2. Married,1. White,4. College Grad,80.57319971
2003,19,1. Male,1. Never Married,2. Black,1. < HS Grad,65.11085372
2007,47,1. Male,2. Married,1. White,4. College Grad,65.11085372
2005,44,1. Male,5. Separated,1. White,2. HS Grad,118.8843593
2006,32,1. Male,1. Never Married,1. White,2. HS Grad,73.77574327
2005,23,1. Male,1. Never Married,1. White,2. HS Grad,54.59815003
2006,31,1. Male,2. Married,1. White,2. HS Grad,66.22940829
2004,42,1. Male,2. Married,1. White,3. Some College,272.2947832
2003,50,1. Male,2. Married,1. White,5. Advanced Degree,134.7053751
2004,52,1. Male,2. Married,1. White,4. College Grad,46.7632688
2003,20,1. Male,1. Never Married,1. White,2. HS Grad,76.89360252
2004,33,1. Male,4. Divorced,1. White,2. HS Grad,81.28325328
2008,26,1. Male,1. Never Married,1. White,4. College Grad,99.6894637
2004,40,1. Male,2. Married,3. Asian,5. Advanced Degree,166.3249412
2005,29,1. Male,1. Never Married,1. White,2. HS Grad,94.07271475
2004,35,1. Male,1. Never Married,1. White,4. College Grad,114.4757133
2009,34,1. Male,1. Never Married,1. White,4. College Grad,87.98103279
2003,37,1. Male,2. Married,1. White,4. College Grad,118.8843593
2008,37,1. Male,2. Married,1. White,4. College Grad,161.9149514
2003,22,1. Male,1. Never Married,1. White,3. Some College,73.77574327
2008,39,1. Male,2. Married,2. Black,2. HS Grad,99.6894637
2003,42,1. Male,2. Married,3. Asian,3. Some College,103.9024706
2006,44,1. Male,2. Married,1. White,4. College Grad,108.8745258
2008,45,1. Male,4. Divorced,1. White,1. < HS Grad,107.9039239
2003,42,1. Male,2. Married,1. White,5. Advanced Degree,141.7751723
2009,52,1. Male,4. Divorced,1. White,3. Some College,160.6424754
2004,27,1. Male,4. Divorced,1. White,3. Some College,112.1861229
2009,46,1. Male,2. Married,1. White,3. Some College,169.07354
2007,59,1. Male,2. Married,1. White,3. Some College,96.37065283
2005,52,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2003,19,1. Male,1. Never Married,1. White,1. < HS Grad,54.59815003
2003,64,1. Male,2. Married,1. White,4. College Grad,107.9039239
2007,38,1. Male,2. Married,1. White,5. Advanced Degree,136.8763676
2006,45,1. Male,5. Separated,2. Black,2. HS Grad,65.11085372
2008,53,1. Male,2. Married,1. White,3. Some College,179.5280922
2007,28,1. Male,2. Married,1. White,2. HS Grad,66.22940829
2003,39,1. Male,2. Married,1. White,1. < HS Grad,104.9215065
2008,52,1. Male,2. Married,1. White,5. Advanced Degree,176.9896505
2009,41,1. Male,2. Married,1. White,1. < HS Grad,114.4757133
2004,44,1. Male,2. Married,1. White,1. < HS Grad,76.89360252
2005,48,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2003,47,1. Male,2. Married,1. White,2. HS Grad,127.1157438
2006,31,1. Male,1. Never Married,1. White,2. HS Grad,94.07271475
2005,28,1. Male,2. Married,1. White,3. Some College,103.9024706
2007,45,1. Male,2. Married,1. White,4. College Grad,99.6894637
2004,56,1. Male,3. Widowed,1. White,4. College Grad,87.98103279
2004,47,1. Male,2. Married,1. White,2. HS Grad,136.1577108
2005,41,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2006,49,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2009,28,1. Male,1. Never Married,1. White,2. HS Grad,97.49329405
2009,19,1. Male,1. Never Married,1. White,3. Some College,43.73511168
2004,48,1. Male,2. Married,1. White,3. Some College,117.1468169
2003,47,1. Male,2. Married,1. White,4. College Grad,127.1157438
2004,57,1. Male,2. Married,1. White,4. College Grad,272.2947832
2003,39,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2004,45,1. Male,1. Never Married,2. Black,2. HS Grad,66.96164432
2006,52,1. Male,2. Married,1. White,1. < HS Grad,127.901233
2008,51,1. Male,2. Married,1. White,2. HS Grad,118.8843593
2009,46,1. Male,2. Married,1. White,5. Advanced Degree,74.43830467
2003,45,1. Male,4. Divorced,1. White,4. College Grad,143.1349408
2005,40,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2008,48,1. Male,2. Married,1. White,4. College Grad,128.6804882
2004,47,1. Male,2. Married,1. White,3. Some College,121.4303138
2009,45,1. Male,2. Married,1. White,2. HS Grad,98.59934386
2005,49,1. Male,2. Married,2. Black,3. Some College,117.1468169
2007,57,1. Male,4. Divorced,1. White,3. Some College,109.8339856
2005,77,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2005,48,1. Male,2. Married,3. Asian,4. College Grad,160.6424754
2004,56,1. Male,2. Married,1. White,5. Advanced Degree,118.8843593
2007,39,1. Male,2. Married,1. White,4. College Grad,163.515864
2003,44,1. Male,1. Never Married,1. White,2. HS Grad,110.7826503
2007,49,1. Male,2. Married,2. Black,3. Some College,87.98103279
2008,58,1. Male,2. Married,3. Asian,1. < HS Grad,54.59815003
2005,46,1. Male,2. Married,1. White,3. Some College,127.0368467
2004,39,1. Male,2. Married,1. White,4. College Grad,123.0896998
2007,26,1. Male,2. Married,1. White,2. HS Grad,73.77574327
2003,61,1. Male,2. Married,1. White,3. Some College,99.6894637
2003,62,1. Male,4. Divorced,1. White,3. Some College,94.07271475
2008,47,1. Male,2. Married,3. Asian,4. College Grad,87.98103279
2003,40,1. Male,2. Married,1. White,2. HS Grad,118.8843593
2006,35,1. Male,2. Married,1. White,1. < HS Grad,65.11085372
2008,61,1. Male,2. Married,1. White,2. HS Grad,141.7751723
2003,38,1. Male,2. Married,1. White,2. HS Grad,134.7053751
2008,18,1. Male,1. Never Married,1. White,2. HS Grad,76.89360252
2006,45,1. Male,2. Married,1. White,2. HS Grad,101.4020523
2009,27,1. Male,2. Married,2. Black,3. Some College,99.6894637
2004,22,1. Male,1. Never Married,1. White,3. Some College,95.23071257
2008,29,1. Male,2. Married,4. Other,1. < HS Grad,73.77574327
2006,50,1. Male,2. Married,1. White,2. HS Grad,123.0896998
2003,25,1. Male,1. Never Married,1. White,3. Some College,99.6894637
2007,35,1. Male,2. Married,1. White,4. College Grad,118.8843593
2004,41,1. Male,2. Married,1. White,3. Some College,127.1157438
2009,38,1. Male,2. Married,1. White,4. College Grad,145.1436012
2008,49,1. Male,2. Married,1. White,2. HS Grad,118.8843593
2004,36,1. Male,2. Married,1. White,2. HS Grad,128.6804882
2005,66,1. Male,1. Never Married,2. Black,2. HS Grad,92.89584479
2003,23,1. Male,1. Never Married,1. White,1. < HS Grad,68.74808773
2004,28,1. Male,2. Married,1. White,5. Advanced Degree,99.6894637
